cycles,instructions,dtlb_load_misses.walk_completed,dtlb_store_misses.walk_completed,ept_walk_cycles
17583793,8949017,24136,37521,1091672
25437381,15489,31001,93325,1797956
25333476,15463,30947,93196,1671375
25417851,15510,31038,93430,1679617
25420949,15507,31049,93294,1697181
25375650,15500,31021,92912,1620383
25338656,15450,30908,93062,1731250
25381378,15500,31025,93353,1641686
25273425,15477,30970,93157,1509945
25390908,15506,31037,93400,1648837
25406783,15488,30998,93345,1758049
24858276,15154,30329,91323,1695116
25396441,15520,31058,93520,1622870
25444039,15498,31014,93397,1794203
25398836,15501,31016,93415,1699505
25490309,15521,31069,93513,1796319
25441192,15507,31036,93442,1767625
25460800,15524,31059,93559,1736209
25442464,15509,31031,93460,1736492
25423380,15481,30984,93263,1793338
25326799,15439,30892,93000,1672765
25400428,15511,31045,93363,1653343
25284842,15417,30851,92891,1699925
25416890,15508,31047,93462,1694170
25448251,15507,31027,93436,1735948
25330726,15502,31017,93389,1504138
25436575,15470,30967,92865,1829861
25360945,15519,31059,93529,1536363
25333404,15440,30901,93023,1747548
25385384,15503,31029,93401,1675838
25453555,15512,31035,93472,1731320
24869778,15160,30335,91318,1696126
25388286,15476,30978,93322,1746570
25397812,15481,30981,93271,1778559
25447989,15492,31008,93304,1809987
25467548,15501,31014,93427,1782674
25504319,15521,31062,93578,1777923
25403231,15491,31000,93317,1725087
25438940,15484,31000,93301,1807369
25413822,15501,31020,93374,1723787
25437738,15538,31104,93604,1627855
25464905,15506,31033,93469,1787018
25265020,15413,30847,92893,1684014
25440508,15498,31012,93359,1787353
25411337,15514,31049,93341,1677684
25405050,15506,31038,93443,1686285
25349738,15465,30945,93180,1706938
25373314,15476,30968,93247,1678927
25533666,15506,31020,93373,1862315
25515502,15490,31002,93016,1874739
24897362,15177,30377,91504,1720279
25391942,15492,31009,93288,1697410
25424031,15493,30989,93331,1723201
25480400,15513,31048,93474,1803634
25449370,15506,31020,93427,1777652
25391470,15510,31041,93451,1615775
25411535,15485,30991,93295,1758527
25359382,15513,31040,93492,1556557
25443448,15513,31048,93451,1745159
25440106,15528,31084,93568,1694949
25394059,15494,31004,93374,1659263
25397944,15495,31003,93374,1668511
25367535,15435,30884,92978,1764901
25461275,15522,31071,93463,1752852
25427649,15507,31041,93479,1732365
25499384,15512,31037,93476,1815875
25435895,15490,30991,93311,1785026
25398687,15498,31019,93365,1685746
25449935,15506,31040,93409,1784089
25434083,15522,31057,93482,1677521
24933463,15178,30381,91458,1783111
25408128,15504,31021,93448,1665379
25432951,15486,31004,93353,1801711
25410034,15500,31008,93383,1712626
25474835,15520,31064,93493,1797904
25459400,15492,31003,93368,1814669
25395104,15470,30956,93204,1787768
25462746,15532,31085,93542,1726994
25473487,15509,31039,93406,1793724
24753385,15199,30414,91101,1340304
26814411,16457,32936,99192,1440294
26796324,16465,32948,99219,1429131
26650303,16373,32777,98662,1421492
26867993,16497,33012,98951,1444066
26760965,16444,32909,99112,1427445
26799335,16469,32953,99250,1429979
26779874,16447,32922,99115,1431449
26839374,16466,32953,99218,1428581
26852126,16473,32946,99287,1420747
26794346,16435,32873,99041,1424134
26289729,16125,32254,97187,1398583
26833963,16438,32876,99121,1447188
26927969,16505,33011,99502,1439053
26870013,16475,32958,99307,1426271
26819964,16452,32904,99159,1424002
26861965,16462,32925,99222,1445605
26820768,16455,32909,99205,1424735
26767625,16417,32836,98946,1420596
26758389,16415,32827,98946,1422631
26851659,16468,32940,99274,1428047
26783547,16426,32851,99011,1427265
26779236,16429,32862,99013,1419957
26658049,16345,32690,98511,1429281
26730802,16401,32817,98869,1439571
26705119,16402,32824,98868,1433874
26690448,16405,32825,98878,1421573
26667515,16387,32792,98767,1420260
26740015,16418,32857,99006,1433044
26631805,16371,32774,98649,1416346
26720189,16415,32854,98936,1426938
26148900,16071,32163,96838,1391636
26764947,16449,32914,99126,1425462
26729784,16426,32875,99015,1424990
26772643,16452,32926,99144,1424821
26743241,16435,32896,99030,1425281
26777020,16452,32923,99174,1429289
26733820,16429,32881,99053,1424213
26760361,16438,32893,99091,1428082
26715616,16385,32774,98725,1423857
26773599,16445,32907,99114,1442054
26889795,16387,32798,98791,1668529
26723961,16415,32857,98922,1437612
26491296,16273,32567,98112,1421803
26833924,16451,32926,99197,1486488
26706102,16412,32844,98931,1422196
26754858,16440,32903,99116,1424870
26698226,16404,32830,98900,1422629
26805382,16441,32889,99072,1427879
26701162,16409,32844,98912,1421917
26660076,16385,32782,98757,1419975
26184887,16087,32195,96989,1397151
26748764,16403,32808,98902,1426317
23610026,14507,29034,87340,1262183
93713508,16827840,1196280,12548,83129636
120765323,23594273,1512132,41,110135354
120810928,24250015,1524889,39,109435978
120613711,24175585,1524602,40,109119730
120318202,24098177,1521371,37,108703703
120513632,24129984,1524567,37,108912679
120479045,24172671,1522783,40,108863470
