cycles,instructions,dtlb_load_misses.walk_completed,dtlb_store_misses.walk_completed,ept_walk_cycles
109214359,9005940,137952,375554,6018591
121972289,74922,149953,445382,6587499
121865847,74902,149889,448730,6504732
121903497,74926,149927,447429,6517125
121127775,74462,148993,448076,6412275
121943205,74988,150062,451347,6409285
121877501,74949,150009,450887,6414760
121827829,74881,149843,450622,6455343
121820836,74899,149877,450510,6470164
121111331,74353,148773,443439,6629596
121861980,74854,149776,444041,6611688
121828466,74847,149780,446438,6565146
121892923,74887,149847,446675,6540285
121915402,74959,150005,451290,6438513
121062879,74412,148914,444471,6476534
121679540,74847,149771,450641,6397155
121642851,74796,149665,450272,6419950
121796752,74905,149887,450943,6445767
121671371,74836,149750,450487,6408918
121047822,74462,148996,448322,6364107
121732015,74871,149820,450597,6420238
121710695,74870,149825,450692,6413037
121737041,74896,149873,450805,6403479
121782783,74908,149897,450924,6419463
120950463,74385,148848,446194,6400962
121748688,74863,149859,450606,6431017
121879293,74892,149834,450899,6424667
121751911,74893,149866,450838,6411916
390537995,52419505,3510544,89932,337140148
475378493,69663906,4371542,153,436726073
478436154,70085382,4400082,152,439620922
478885264,70061915,4400001,154,439730901
478370178,70030233,4399421,152,439260221
477645800,69819743,4391889,152,438908136
475318724,69489748,4365980,151,436907922
478188574,69933661,4392965,156,439220443
478473206,69915416,4395433,153,439610400
478410761,69937977,4398685,152,439847462
477487838,69765214,4387631,152,439056574
477439048,69782357,4382863,153,438604159
478199178,69913674,4392781,154,439739815
478315703,69838560,4391768,152,439699290
478165330,69900467,4392600,150,439364379
479166425,69924399,4397796,154,440224029
476462554,69594590,4371218,150,437879517
479691597,70104602,4402589,152,440900197
479365907,70050941,4401562,152,440497658
477667879,69674632,4384499,152,439036493
479228866,69892935,4398464,153,440479941
475081410,69335212,4357145,149,436331965
477845761,69775785,4381666,150,439133034
477912758,69769430,4384030,153,439023807
477835146,69793796,4383923,153,439128642
476799505,69528560,4375640,152,438123696
475047532,69263014,4354436,153,436385450
477810332,69674043,4381272,153,438845614
477556954,69685575,4379631,153,438379714
479840555,69952362,4401695,156,441035379
478631523,69774669,4390109,153,439811431
476997800,69645461,4374012,153,438322035
479901638,70040091,4400069,152,440657031
479803700,70038572,4400494,152,440702930
479628104,70011611,4399448,153,440521093
478641787,69791618,4389310,156,439500268
476780941,69600511,4370174,149,437609375
479803075,70013059,4399779,155,440597519
479989227,70038789,4402021,153,440721449
479845721,70019011,4401955,154,440815069
478580973,69773740,4388647,153,439626491
476438130,69433637,4364237,150,437297651
479619649,69950967,4396334,154,440519219
479884627,70004162,4399213,155,440801337
479685466,70062163,4398592,153,440458623
478941778,69824641,4390512,152,439722287
476818937,69598372,4371434,155,438117489
479886258,70008007,4398131,153,440546488
479607687,70042540,4397624,153,440348744
479819600,70008409,4397953,153,440264535
479119934,69808428,4391488,152,440003497
476853109,69555406,4368492,153,437434849
479671790,70003821,4395288,153,440222691
479511384,69966095,4395648,156,440290063
479911173,70028683,4397953,151,440564899
478842491,69820239,4389633,151,439506929
476988069,69623978,4371735,150,437386107
479503795,69933110,4394683,153,440018888
479901979,70019136,4399665,154,440557245
480099674,70055870,4402158,152,440654939
479057676,69835181,4391668,151,439612378
