cycles,instructions,dtlb_load_misses_walk_duration,dtlb_store_misses_walk_duration,dtlb_load_misses.walk_completed,dtlb_store_misses.walk_completed,ept_walk_cycles
65712626,5061020,4521358,8813618,103275,276800,2479693
75492251,55395,4970872,10273189,109764,332047,3207743
75762798,55564,5261012,10501621,109811,322098,3564778
74244054,55508,5524751,10533660,111102,331752,3606097
72265084,54283,5421397,10591501,111293,334092,3553249
75165578,55462,5318719,10448116,111028,332730,3751803
75168741,55459,5423679,10433454,108692,333898,3704599
75318302,55560,5440285,10557470,110975,325546,3682687
73162478,55476,5413845,10592058,111107,334750,3503286
73193912,54303,5360719,10591264,111271,334583,3577341
75374786,55632,5360893,10353544,111318,334980,3710964
75416719,55618,5472769,10572277,108842,329700,3757482
75248501,55567,5460569,10602372,111255,330964,3604586
72038006,54754,5409228,10593577,111002,334494,3503436
74717564,55062,5295012,10796927,111326,335049,3654138
75620544,55479,5435539,10738403,109761,334346,3712929
75823905,55605,5452783,10970933,110109,326830,3758562
74735668,55597,5538397,10916970,111290,329191,3711900
72875803,54147,5678481,10765740,110983,322863,3860002
76245063,55654,5645587,10598532,111385,319536,4313348
76169096,55524,5784684,10626289,108637,317271,4272191
75650627,55491,5461795,10943154,111017,326479,3673391
73290478,55349,5419520,10998130,111205,335240,3511235
74007450,54554,5324366,11007720,111286,335811,3600349
75856248,55641,5397015,10751759,110631,335251,3728286
75772831,55404,5088597,10973741,109054,328849,3332831
75690633,55454,5060356,10857791,110976,326083,3196401
73020958,54766,5048371,10918268,111367,330765,3139701
74964485,54946,4852337,10917486,110791,332947,3178657
76056680,55619,4974951,10782151,109726,335272,3213189
75977934,55577,4987610,11004820,110365,327552,3190202
74677846,55640,4977515,11016050,111318,335279,3050391
139137340,20019703,206287787,7432994,1520809,226413,64917853
343321597,81891894,718511975,1176,5232784,220,247118792
342160376,81757634,730276422,1800,5108618,219,245461398
344359492,82904507,733967979,1713,5242820,218,239313834
328611926,81652153,732170809,2354,5230927,225,233565216
339587506,81949228,715319307,2200,5226364,220,243579526
343390371,82764358,731779793,2171,5138110,224,246809279
342855535,82612174,731490877,2733,5196500,218,243502054
334652614,82797811,733849259,1529,5234383,222,233637062
334630604,80909061,721801552,963,5226388,219,239103124
343570810,82758651,726315142,1683,5208786,219,246869632
343549936,82833968,732346281,2741,5143136,222,246946132
338788848,82436538,731374811,2210,5218943,222,234473338
328590648,80477994,732413062,2309,5241830,226,233688158
342670658,82609931,714163990,2481,5222657,224,246449144
343369624,82761639,732134649,1948,5115103,222,246793066
343592776,82804038,732254892,1537,5231233,218,241193134
331052637,82141535,731440022,2493,5223744,222,233285498
336714431,81446500,717783610,1982,5231991,222,240872757
343453182,82813238,729818578,3003,5181515,226,246827313
343400304,82859714,732088984,2552,5166089,218,246895856
337817886,82926955,732602986,1205,5236091,217,233709704
329448501,80628617,727979126,2175,5219246,224,234384960
342522154,82530560,716681834,2024,5216259,223,245945440
342453168,82611556,730365414,3529,5103515,227,246089834
343317315,82167856,728968273,1393,5186572,216,240059984
330973784,82007491,732263666,1830,5227672,222,233536180
337401682,81461612,715967858,2330,5242788,227,241678612
342571895,82588278,730683664,1422,5159542,222,246112317
343274372,82760607,732014651,1546,5171745,215,246141593
337337475,82803774,732070891,2613,5226204,224,233781493
330719400,80930043,728281951,2103,5231280,225,235631659
342662366,81680196,718690623,1812,5234057,225,246234713
342494800,82475082,730587656,2844,5097999,222,246197394
342629369,82411432,730798554,2638,5218748,220,239457436
330386962,82067600,730621909,1822,5219176,219,233681578
335856400,80848366,717824650,2067,5225542,222,240066498
342974873,82528107,727777659,1836,5187606,220,246568128
344455154,82838220,734153828,2579,5166100,220,247481883
337331335,82724717,732575215,2400,5232033,224,233829443
331274177,81043608,728168371,1750,5237251,220,236133771
343644375,82880050,720430965,1766,5236160,223,247098888
342609147,82379507,731575340,1796,5107008,219,246258996
342664484,82752162,732611753,1790,5232667,217,237715068
328429007,81392803,732371961,1642,5228877,223,233745826
340634055,82092304,715149939,1786,5231150,223,244363503
343548245,82700030,732321177,1564,5130527,220,247033247
342935210,82577904,731394195,3884,5218997,222,242472294
333468385,82622004,732204430,2935,5225956,225,233756818
334779897,81037125,721346831,1859,5226685,221,239444179
343566236,82778618,726672281,1455,5197974,220,247123461
343535273,82835348,732372565,1587,5143355,218,247011167
338519336,82461737,731331020,3279,5212813,225,234230637
328512931,80867612,730833105,2207,5215031,221,233609076
343048025,82377823,715691743,1775,5232987,225,246680424
342345773,82467108,730225220,2706,5095228,228,246105042
343664578,82877415,732558966,1524,5235527,214,241639101
331296160,82174860,731711464,1650,5223288,220,233394588
336559292,81387735,717961986,1643,5225923,222,240871227
343447217,82777793,729764275,2277,5174999,224,247065097
343371266,82729390,732039930,1930,5159682,217,246730241
337694137,82927882,732555233,2127,5234265,223,233800607
329779799,80554987,727306279,3451,5214063,223,234922242
343444285,82721733,719275188,2241,5228094,223,247028522
343218488,82800141,732019910,2166,5112144,221,246879805
343360078,82447631,732468492,2297,5226133,218,238285172
328551214,81535541,733190169,1638,5229477,219,233885814
338933293,81735156,712766673,2388,5202855,226,243077413
343604217,82742983,732493292,2274,5135138,222,247078619
343478761,82766233,732204512,2099,5198997,216,244003821
334592916,83002019,733574824,3531,5243080,228,233696873
333164975,80690050,718764498,1279,5209734,219,239106539
341141859,81850758,722579837,1793,5182522,219,244932631
343472590,82702725,732239244,2424,5132617,219,246917961
339651925,82718980,732313896,2013,5224093,219,235044973
328565680,80295889,729154723,1861,5184583,226,233793777
343530694,82775828,715631998,2032,5226929,221,247005069
342969436,82594252,731269032,2776,5101801,221,246942024
343465098,82733885,732451398,2165,5224700,219,240351463
330752049,82180719,732415246,1718,5233644,220,233735752
336581578,81462328,716258256,2232,5216484,224,240923602
343436123,82735283,729853722,2414,5171840,222,247120463
342545744,82349083,731529297,2251,5145848,219,246485615
337677963,82862069,733365629,2381,5233625,224,233348557
330842718,80838574,727596680,1757,5227415,221,235757102
343344780,82771767,719593234,1460,5223705,221,247007055
343428259,82745415,732228621,2496,5108777,222,247018621
342610237,82538770,731038771,2707,5213991,220,238349361
328628339,81632452,732551361,2674,5224711,223,233772869
339855888,82053487,715258922,2038,5226829,224,243794171
343645744,82878717,732623034,1946,5138131,223,247294757
343248768,82746285,731671442,2183,5201132,215,243744422
333541968,82529843,732261771,2143,5223408,222,233548136
334668453,81113695,721816613,2594,5231958,225,239189639
343351090,82659299,726337557,2547,5195753,224,246760671
343415888,82806564,732183335,2062,5137283,220,247100198
339758264,82761082,731870791,3419,5223267,224,235250973
327433315,80505976,729336241,2029,5213984,223,233311878
343465130,82732769,716970516,1467,5222982,218,247059711
343398830,82798117,732193678,1142,5110618,219,246881851
343512547,82684635,732352293,1742,5227265,218,239845101
329924245,82003678,730546019,2878,5219022,225,233750221
337826661,81384699,716093297,2013,5224526,224,242012690
343764846,82841842,732946139,2818,5154712,225,247314844
343300460,82691477,731952354,2162,5182028,216,244832336
335663787,82831870,732235825,2387,5231517,225,233667637
332467495,81087907,725333792,2858,5232652,225,237288335
344279590,82706079,722730112,1796,5217564,223,247740883
343442801,82843005,732248159,2383,5117854,218,246964057
341193913,82884381,732105656,2739,5232096,220,236498420
328528931,81274086,732480014,2334,5231433,223,233768712
341526974,82443566,715325549,2654,5224832,222,245399446
343498228,82518963,731169806,2771,5097403,225,246866016
343695771,82764750,732452851,2396,5225931,220,242026739
332013829,82433338,732426746,1747,5230543,220,233675563
336302492,81294208,718584545,1995,5226762,226,240525757
343192959,82708775,728507348,2591,5176247,221,246710869
344196865,82757129,732493928,3083,5156749,222,247231108
337566998,82711595,732200598,1273,5225024,220,233795276
330810919,81013104,729200839,2264,5234058,221,235738985
343658250,82807544,720148663,1527,5227137,220,247215507
343148529,82631121,732057386,2866,5103914,222,246658644
343353138,82540500,731143581,2068,5214719,219,238505964
328407737,81545063,732379725,2007,5221400,222,233607102
339517167,81561460,712111761,2823,5183714,225,243463401
343363276,82684905,732072529,1469,5135764,220,246863291
343517431,82671978,732456909,1411,5197596,215,244152656
334703663,82814906,732834917,2222,5227206,225,233639746
334407907,81093962,722339547,3211,5230412,227,238912218
343650790,82871494,726292462,1854,5202522,220,247125504
343560938,82837363,732527633,1971,5143200,222,247066129
339255275,82714107,732108768,1282,5225978,216,234825281
328557734,80855255,731006307,2776,5217564,229,233823021
343494926,82725136,715801389,2126,5226690,223,247117393
343330227,82734217,731844947,2376,5107536,224,246905045
343431533,82886257,731875684,2343,5231491,219,240409331
330690565,82279733,732337726,2422,5234719,221,233637239
338195593,81605300,715551420,2316,5221430,223,242373253
343553551,82712030,732354823,2202,5154266,221,247179714
343510305,82851688,731983788,3229,5191428,223,245148457
335929856,82811745,732171124,1742,5228154,222,233718659
331728625,80845860,725521079,2826,5223402,224,236517108
342503423,82504702,718802095,2585,5206501,225,246186873
343294171,82602104,731634471,2353,5101770,223,246785476
343277218,82755268,732214211,3392,5226129,224,238540707
328543271,81698117,732437570,1724,5228218,221,233602010
339697490,82121413,715344611,2377,5231506,222,243700394
343543630,82730537,731237237,1539,5124647,221,247178190
343354084,82805591,732044351,1735,5198961,216,243918622
334500537,82922007,733887300,2130,5242970,224,233770266
333572887,80797967,721673636,1692,5212926,221,238253643
343004150,82554086,723971370,1536,5205018,219,246650964
341922740,82357743,730411929,2210,5098620,220,245648534
341707792,82848429,731849556,1704,5230487,218,237032192
328581929,81391489,732208338,1539,5225235,223,233768052
341004690,82168759,715273431,2852,5215829,225,244905313
344220668,82916768,733731807,2638,5117022,226,247708798
342936346,82561033,732183653,2176,5219229,216,241510747
332390747,82417827,732438097,2329,5225388,221,233738625
335747718,80612549,719543438,2122,5239491,227,239910319
342429710,82521600,726666564,1778,5186465,217,246203360
343004620,82564890,732151599,2233,5139291,218,246579033
338798821,82288270,730400977,2232,5200454,221,234446535
328469916,81045145,733662344,2933,5240621,225,233663023
343530660,82110072,715729486,2088,5234666,224,246937408
343404209,82706038,732491289,2816,5108269,224,247063349
343455026,82651239,732156302,2453,5227339,218,240447894
330050667,81874273,732396294,2151,5219614,222,233090815
338515899,81761446,717016196,1634,5234472,223,242577632
343724904,82924222,732606031,1677,5154808,221,247220261
343585657,82884219,732297524,2003,5197668,218,244512122
334811556,82689442,734128840,1462,5239471,220,233250936
333324026,80663191,722304717,1278,5217405,220,238196140
343320016,82700684,725122776,2484,5207494,224,246786829
343163377,82495371,729721830,2875,5084842,223,246553964
340285043,82673551,732008131,2728,5219688,220,235605997
328594181,80725764,733489548,1264,5236756,221,233611270
342390522,82382301,713799075,1474,5210982,222,246093175
343345932,82753539,731954471,1748,5105526,219,246771448
343515969,82754097,732430270,1672,5226084,214,241207025
331516906,82262497,732167037,2505,5227588,224,233792290
336198532,81207745,717672945,2009,5221422,221,240584502
341804328,82252145,726824160,1491,5160980,219,245593640
