cycles,instructions,load_misses,store_misses,ept_walk_cycles
23104154,8953002,2507351,2018880,1664748
3596264,2076,10337,275980,289642
4874726,2816,14044,374533,405868
3543090,2042,10154,271453,299980
202966955,106204336,77218748,29125,4926975
239056190,124649735,90652330,574,5537333
239040572,124341173,90429073,521,5622483
238719198,125202512,91054152,572,5645710
236319287,122928581,89401259,573,5611475
239305274,123801873,90036242,572,5548312
238692932,124415624,90482651,520,5497072
238771038,123716552,89973842,572,5601761
238309692,123607763,89894934,572,5648953
239584892,125001649,90908749,572,5660525
238680022,123796592,90032340,521,5491043
238894309,123645369,89922258,572,5627127
239524209,123710906,89969710,572,5652575
219738356,119184490,86678569,521,5140173
236903598,122670368,89213023,572,5670845
225897673,114814103,83516032,521,5375837
185377569,92366520,67181522,418,4799203
238592307,123907093,90112542,520,5511291
238912348,123928034,90127744,572,5691449
238550408,123481104,89802918,572,5655560
239444107,122627197,89181710,572,5632010
238477092,123077782,89509430,520,5565858
239003291,122126367,88817319,572,5654470
239408938,122361560,88989147,520,5442814
236829052,122412070,89025241,572,5585807
239500740,123607890,89894681,572,5691636
238742660,124061510,90225368,520,5491524
238693532,123879896,90092291,572,5686685
237977895,124128971,90274497,572,5686941
238622992,122185096,88859903,572,5597792
238617844,123657106,89931303,520,5506709
238807348,123123460,89542490,572,5683187
238974917,122968635,89429744,572,5644349
238992748,123381907,89730919,520,5508997
235923308,120726351,87799396,572,5557014
238892504,121931998,88676374,520,5432441
238707591,123615754,89900564,572,5627944
238714872,123160959,89569971,572,5578134
238004592,121458581,88332184,520,5421788
238662109,123192414,89592631,572,5635888
238534169,124224157,90343002,572,5713851
238997540,124517302,90556390,572,5619958
238873843,121923352,88670115,520,5485936
237989098,122805152,89311155,572,5666072
236199303,120683067,87767945,520,5377698
239215730,121904608,88656294,572,5638625
239141165,122280378,88929546,520,5490545
240462943,124406115,90475241,572,5724711
