cycles,instructions,dtlb_load_misses.walk_completed,dtlb_store_misses.walk_completed,ept_walk_cycles
2742839,2918469,2618,1079,128464
180338,266466,0,0,375
120303,177644,0,0,273
60056,88822,0,0,136
60287,88822,0,0,117
148396,288172,52,4,5125
30331,44411,0,0,54
30133,44411,0,0,78
30454,44411,1,0,212
30131,44411,0,0,55
64941,78967,80,5,6352
30895,44411,1,1,474
30104,44411,0,0,34
0,0,0,0,0
30262,44411,0,0,42
5136,1609,4,0,548
53313,77358,20,0,1730
0,0,0,0,0
30895,44411,1,0,493
0,0,0,0,0
57934,78967,16,2,1664
0,0,0,0,0
0,0,0,0,0
30207,44411,0,0,28
0,0,0,0,0
4620,1609,4,0,533
52126,77358,5,0,601
0,0,0,0,0
0,0,0,0,0
30490,44411,1,0,224
7668,1675,17,2,1611
0,0,0,0,0
51897,77358,3,1,628
0,0,0,0,0
0,0,0,0,0
6957,1609,17,2,1525
0,0,0,0,0
51766,77358,2,0,441
0,0,0,0,0
0,0,0,0,0
9964,1609,17,2,1580
55980,77106,62,4,4372
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
8864,1609,17,1,1485
55661,77106,66,3,4426
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
8627,1609,17,1,1535
57349,77106,73,6,4449
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7834,1609,17,2,1575
55554,77106,37,3,2628
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9333,1675,17,2,1529
60784,77106,64,7,5579
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
8111,1609,18,2,1611
53657,77106,21,1,1981
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4560,1609,5,0,462
53314,77106,7,2,869
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4153,1609,4,0,502
52110,77106,5,0,739
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7384,1609,12,2,1206
57903,77106,60,4,5890
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
8225,1609,17,2,1983
53303,77106,21,0,1513
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7545,1675,9,2,1106
56114,77106,60,4,4988
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
8579,1609,17,2,1685
60640,77106,65,3,4340
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9709,1609,17,2,1627
57269,77106,62,11,4818
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9131,1609,17,2,1708
55770,77106,37,9,3078
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7739,1609,17,2,1634
57259,77106,62,13,4962
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7231,1609,17,2,1722
54230,77106,26,5,1891
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6617,1675,17,2,1666
57806,77106,61,12,4832
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7886,1609,17,2,1677
55599,77106,25,3,2050
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6985,1609,17,2,1561
57755,77106,62,13,4581
0,0,0,0,0
0,0,0,0,0
