cycles,instructions,load_misses,store_misses,ept_walk_cycles
37150466,8961458,2540290,3141952,2368111
49470984,30346,121931,4035546,2746951
60685759,37280,149436,4957186,3178035
60602930,37300,149425,4960245,3181149
60092776,37000,148262,4920611,3153382
59984453,36926,147956,4909843,3146933
60629733,37325,149550,4963703,3184652
60229285,37078,148567,4930187,3162499
60653868,37314,149505,4961708,3204714
60361857,37157,148901,4941088,3172549
59801292,36707,147094,4881130,3512369
60310052,37127,148788,4936963,3167986
60159120,37035,148390,4924499,3158791
60312170,37124,148745,4936557,3171614
60119027,37004,148254,4920636,3154396
60108662,36964,148145,4915020,3169840
60195181,37049,148469,4926729,3158812
60580332,37285,149388,4957989,3187605
60120128,37006,148295,4921276,3157632
60072968,36980,148145,4916616,3153217
59575234,36582,146574,4864766,3446589
60891140,37225,149182,4949605,4129686
60674561,37311,149547,4961447,3271204
60629632,37314,149559,4961718,3186700
60617431,37311,149542,4961580,3187741
60486347,37235,149177,4950940,3179958
60960912,37479,150234,4983791,3259500
60394331,37179,148983,4944157,3173022
60650413,37315,149496,4961570,3208912
60492887,37253,149292,4953329,3180565
59369777,36469,146202,4849067,3577789
60731828,37194,149075,4945738,4120445
60491464,37234,149210,4951334,3287092
60110424,37035,148427,4925399,3162631
60063735,37007,148260,4920748,3160382
59983899,36958,148093,4914494,3157827
60010751,36979,148134,4917547,3152907
60082096,36928,148015,4909991,3148957
60113035,36936,148060,4911567,3150799
60148429,36965,148106,4915158,3148408
59610626,36468,146125,4849190,3697606
60435649,36910,147902,4907572,4076017
60339938,36857,147688,4901060,4081812
60620035,37031,148387,4924330,4093560
60562031,37067,148550,4929122,4100309
60504066,37054,148465,4927400,4099447
60521641,37182,148972,4944152,3263249
60237474,37090,148607,4932315,3179804
60256926,37113,148771,4934852,3165122
60023582,36963,148074,4915424,3157713
59743124,36780,147370,4890558,3136365
60170021,37029,148394,4923803,3158112
60152380,37025,148343,4923009,3158170
60336813,37131,148786,4937631,3166609
60211621,37026,148364,4923680,3180354
58039957,35668,143074,4742928,3045645
58505486,35997,144362,4786675,3080169
27010021,16490,66830,2192505,1570201
5602726,3234,14233,429758,519406
4354617,2508,10925,333456,404312
992718,528,2731,70354,95654
2923736,1670,7502,222328,271753
4368861,2520,11028,334899,413976
5017583,2899,12901,385070,469025
1848177,1048,4718,139459,174220
4138683,2394,10373,318146,382344
5634327,3267,14280,434649,520690
1499040,820,3929,108776,143798
5108806,2952,12881,392518,475364
4337318,2500,10931,332525,410111
2322139,1304,5951,173522,223787
4613978,2661,11607,353283,438214
4000443,2302,10194,306068,374449
2888903,1635,7324,217520,278275
4249064,2436,10697,323915,406369
3848982,2207,9645,293320,322145
4838742,2803,12171,372819,405097
4582570,2662,11620,353943,387758
2234430,1266,5801,168182,194089
4592087,2669,11683,354741,393215
3515126,2037,9311,270951,293439
3899586,2248,10771,299029,328259
3600223,2076,9443,276306,306720
3913387,2264,10030,300926,331705
5387777,3133,13660,416699,458191
1206846,667,3263,88851,106429
5232178,3037,13216,404089,451062
5277949,3070,13321,408074,446857
1502845,847,3978,112598,130419
5475964,3181,14084,423088,462752
4522854,2632,11595,350091,376662
2008939,1138,5346,151444,168942
5198648,3029,13156,402340,429185
3637705,2112,9297,280798,303637
3471343,1998,8846,265686,297008
5809296,3373,14958,448348,504824
1368948,765,3663,101702,118364
4852141,2814,12411,374277,416703
4655685,2700,11933,359130,399649
1685031,936,4456,124568,145676
5617964,3264,14092,434122,503216
3435774,1985,8801,263774,296045
3469222,1978,8872,263001,305277
3258313,1877,8346,249548,286114
3837206,2219,10089,295280,330546
5731327,3336,14905,443166,480699
3985350,2306,10655,306851,333020
3355140,1920,8662,255006,298657
4002296,2314,10344,307945,344338
3728541,2156,9610,286768,319002
5234255,3028,13345,402355,448242
2011126,1140,5172,151655,168587
4116310,2391,10780,317767,342531
4953957,2875,12593,382410,420056
1832087,1034,4821,137331,157932
4978078,2890,13148,384425,416441
4920609,2849,12613,378686,422343
2814091,1610,7269,213801,249711
4197628,2439,10570,324284,356084
3577563,2063,9277,274562,312079
4465720,2580,11598,342889,386751
3016300,1740,7933,231332,259128
4484151,2607,11260,346869,379347
5039311,2917,12761,387720,434706
2275966,1298,5885,172960,196544
4231963,2449,10732,325634,363644
4627854,2688,11728,357519,388836
1790050,1015,4834,134927,157443
5455626,3150,13873,418842,493556
3416906,1969,8865,261917,305435
3358412,1939,8643,257779,288271
5794982,3351,14639,445427,518351
933051,518,2497,68959,83799
4851349,2798,12135,372001,444496
3357954,1927,8809,256208,305498
4002880,2300,10427,305659,364208
3557081,2046,9059,272153,321703
3649558,2097,9390,278798,331946
5122237,2947,13147,391853,469499
4111475,2366,10550,314871,368271
2544374,1439,6536,191161,241132
4194792,2428,10606,322939,372051
3258246,1872,8572,249041,287512
4212094,2416,11125,321885,370059
5173710,2992,13134,397143,456717
1521029,846,4019,112628,134060
5595031,3238,14034,430137,503147
3052137,1748,7780,232564,270132
3897992,2246,10057,298871,351067
5358336,3100,13715,411645,482458
2027845,1151,5116,152995,179532
4504473,2602,11355,346091,396532
4715542,2726,12309,362593,412594
1993558,1128,5190,149858,179841
4709415,2714,11802,360987,429874
3613005,2059,9080,273779,321848
4052746,2332,10360,310211,355761
3049187,1760,7741,234120,266153
4493486,2591,11123,344342,407602
4711750,2711,11641,360352,434916
2679620,1520,6753,202195,237254
4413594,2541,11340,337865,395815
5291125,3055,13213,406192,486045
1638611,910,4381,121140,151959
5080392,2928,12927,389316,465383
5336958,3076,13441,409025,483209
1344798,749,3569,99820,122404
5415461,3137,13597,417108,482101
3409005,1956,8650,260075,308643
3160358,1813,8584,240888,286520
3931273,2263,10120,300999,351366
4749850,2747,12563,364972,422186
3644260,2090,9353,277887,331082
3645918,2096,9361,278798,329379
3604993,2082,9166,276783,322655
5048297,2918,12706,387705,456097
2498060,1417,6404,188689,227106
4550485,2632,11343,350204,408095
5376125,3113,13508,413778,480226
1649032,931,4255,123474,151177
4565154,2633,11465,350224,418071
4058179,2343,10185,311358,362537
3543403,2034,9024,270464,319717
4144460,2383,10426,316994,372373
3126852,1776,8084,236313,280716
3567927,2057,8972,273473,320190
5330812,3087,13416,410704,480359
3677140,2119,9205,281586,335603
2871405,1637,7400,217638,265636
3909277,2245,9820,298517,359433
3338378,1916,8413,254991,308525
4566691,2628,11485,349293,418439
4285409,2464,10751,327930,379801
2553534,1460,6454,194117,216482
5134209,2973,12813,395301,440114
3278199,1892,8391,251548,284580
4122920,2376,10444,315822,364610
5004505,2909,12687,386764,433533
1518632,839,4165,111722,132093
5055928,2934,14023,390488,435736
3712272,2139,9369,284261,329328
3762751,2167,9555,288261,331178
5392423,3122,13620,415098,476007
1259137,710,3314,94485,111818
5048886,2923,12737,388533,443695
4279898,2479,10784,329722,375840
2225860,1267,5679,168300,199804
5486982,3180,13859,422965,477000
4523603,2624,11394,349145,389834
2681352,1531,6910,203550,229369
4428046,2555,11121,339865,398229
3103706,1771,8011,235347,280955
5060086,2904,12559,386124,475012
2775702,1560,7029,207615,269844
3914260,2248,9852,299049,355132
4721658,2737,11880,363928,412167
3497828,1992,8851,264976,323417
4093913,2350,10203,312462,372975
3264715,1866,8208,248376,302941
3574960,2057,9087,273483,322990
5100098,2952,12763,392621,459163
1860736,1048,4814,139489,171098
4875107,2815,12291,374430,436511
4480041,2595,11212,345047,381660
3593019,2080,9083,276582,299750
4466651,2584,11147,343702,379620
2868220,1648,7232,219214,247607
3650603,2099,9219,279892,318470
5699766,3317,14344,440368,486617
1552445,870,4128,115948,136953
5295594,3077,13467,408842,461238
5926903,3450,14967,458722,503665
1698955,958,4460,127504,146883
5469569,3185,13739,423615,464962
4609379,2676,11609,356066,394991
2585620,1477,6719,196240,221798
5005120,2906,12960,386395,427708
4145178,2398,10788,318974,357411
3722848,2155,9579,286374,319894
3189638,1832,8160,243716,278037
3882068,2245,9788,298625,337661
5633734,3277,14165,435580,487709
1887151,1074,4882,143035,166216
4434015,2575,11246,342239,379345
4539478,2636,11471,350618,388266
3511164,2021,8931,268976,301375
3898858,2256,9956,300093,335182
1489743,840,3928,111662,128066
4738386,2744,11861,364839,413323
4530691,2616,11344,347948,409416
4021440,2312,10183,307837,352736
4203981,2432,10586,323220,366630
3196154,1824,8233,242717,290916
3961895,2275,10034,302492,365687
5808218,3334,14485,443156,570193
1687644,932,4390,123805,165246
5557249,3197,13876,425083,533320
4539904,2604,11397,346337,442442
2169562,1213,5562,161567,216637
4429261,2547,11251,338520,420670
3514409,2010,9087,267375,334972
4413533,2531,11117,336136,414779
2881472,1651,7321,219372,270988
4493020,2587,11278,344081,424304
4612432,2650,11583,352194,438316
2098102,1181,5387,157035,201846
4435879,2544,11209,338382,427761
5197588,2984,13247,396897,500045
2145187,1197,5514,159296,208962
5102199,2929,13240,389311,487973
4898460,2804,12315,373075,479152
2615689,1481,6681,196767,254566
4648289,2664,11947,354362,444571
3204635,1833,8297,243706,307536
3997418,2280,10216,303300,396101
2744517,1544,6936,205432,285027
3706773,2099,9554,278986,380030
5757876,3305,14368,439698,566573
3106715,1767,7895,234765,303059
4031212,2298,10101,305536,397945
3328469,1889,8491,251051,326927
3569907,2032,9088,270341,348576
5605731,3209,14684,426674,556841
2048733,1136,5360,151213,209368
5087190,2906,12874,386252,513583
4481884,2566,11123,341431,444952
3520258,2000,8979,265681,344801
4556109,2604,11558,346372,447005
2675210,1510,7004,200777,263970
4491614,2559,11648,340417,438255
3090489,1756,7823,233618,304167
4338256,2477,10895,329466,428266
4571059,2616,11545,347815,443334
2553838,1444,6524,192240,252851
4241750,2411,10546,320422,429275
5627212,3208,13977,426561,565365
2040626,1136,5213,151055,204901
4650260,2650,11549,352214,465385
4520701,2586,11239,343845,449624
2445440,1373,6234,182521,247686
5335047,3048,13757,405404,536799
4820765,2750,11942,365652,492629
2617917,1477,6610,196210,266735
4984565,2843,12370,377928,502875
3687067,2090,9273,278010,374641
4327772,2458,10829,327240,440185
3210520,1816,8161,241347,318560
3221113,1830,8096,243199,319570
5789194,3316,14368,441028,580504
1408304,783,3633,104174,141543
4588510,2658,11333,353258,388738
5151707,2978,12765,396084,459699
1653336,931,4313,123514,147387
4869569,2815,12272,374420,429689
4704561,2729,11936,362874,404503
2126717,1199,5870,159542,186069
4649730,2691,12727,357780,409182
4499753,2599,11511,345702,395470
2687000,1540,6873,204875,233116
4711114,2731,11959,363110,412375
3217825,1857,8282,247026,280601
4590276,2655,11707,352746,397085
4693254,2724,11831,362174,410983
1861585,1032,4908,137406,166812
5293245,3069,13322,407921,465204
3539966,2039,8992,270966,307422
3573113,2058,9135,273483,308243
3659598,2113,9280,281335,314833
3956224,2280,10142,303172,342399
4427394,2575,11199,342367,372192
4563990,2655,11521,353263,384582
2283952,1290,5933,171429,197553
5320793,3082,13354,409675,466000
3436747,1973,8755,262326,307207
3463845,1997,8835,265626,304151
3602164,2067,9348,274710,314940
4858497,2808,12264,373341,428522
4347468,2513,11230,333973,385173
2095511,1188,5375,158054,186892
4438364,2572,11135,342101,389482
5321984,3072,13558,408606,483692
1588559,887,4228,117835,146907
5697287,3285,14591,436639,504321
3607335,2076,9221,276158,317016
3575873,2053,9314,273006,315412
3969577,2291,10187,304788,345261
3098694,1789,7913,238095,271519
4676799,2715,11891,360864,401670
4633424,2676,11807,356224,405163
2324762,1323,6014,175349,202304
4195928,2435,10667,323732,364100
3640117,2102,9271,279616,311125
3938703,2284,10030,303802,332931
3246163,1870,8247,248735,282333
3704882,2137,9567,284167,322524
5609914,3268,14708,434517,478679
4048875,2336,10229,310600,353683
3493355,2004,8976,266361,302820
3981841,2301,10176,305970,344964
3274038,1879,8388,249972,288135
4300908,2495,10914,331865,364347
4646779,2706,11770,359632,391354
3467901,2004,8804,266321,293513
3239135,1872,8323,249026,275344
2933758,1700,7616,225849,246867
5052492,2932,12701,389961,437880
1743474,974,4636,129627,155765
5059165,2932,12673,389956,438765
4541218,2626,11470,349283,390226
2457991,1404,6361,186531,215928
4178693,2409,10726,320334,373393
3582591,2053,9252,272961,329457
4265729,2456,10781,326525,392951
2613474,1499,6613,199146,235630
4723058,2724,11848,362327,425406
5396516,3101,13490,412305,493221
1708230,966,4395,128666,157133
4657852,2682,11940,356440,419709
4364086,2517,11105,334663,388651
2282832,1297,5888,172591,204906
4969155,2877,12490,382784,442450
3902250,2253,9811,299531,349708
3602569,2074,9159,276035,323195
5087503,2946,12713,391434,456994
1976669,1116,5100,148636,179333
4593384,2652,11850,353155,407501
4356826,2514,11066,333604,385935
2283786,1299,5971,173118,206087
4846938,2796,12271,371504,437350
4397089,2539,11355,337579,391167
2827720,1616,7214,215023,254172
4348713,2502,11178,332836,392548
3625820,2069,9266,274996,339372
4644736,2656,11403,353155,454504
2565908,1443,6653,192044,244849
4221276,2426,10601,322555,392833
5065893,2917,12849,387853,475032
3201589,1832,8128,243440,298764
3637235,2082,9399,277006,335103
3209386,1830,8330,243415,300369
3678739,2101,9312,279370,349620
5373992,3096,13539,411502,504329
3959627,2264,10034,301187,370278
2679743,1537,6868,204313,248764
4267479,2456,11380,326673,393388
3549089,2028,9317,269764,331759
4444242,2555,11840,339707,406388
4582444,2643,11907,351652,417946
1897626,1063,5108,141331,179551
5060583,2922,12731,388769,464492
3729819,2143,9361,284808,340732
3459256,1976,8743,262868,315866
3553864,2042,8996,271370,328532
3883493,2225,9848,296103,357327
5479777,3168,13796,420827,498184
922621,494,2508,65787,89967
5686738,3286,14329,436782,521635
3401885,1936,8687,257568,321005
3428728,1966,8841,261661,319344
5975637,3451,15082,458722,553351
1656962,924,4204,122982,151330
4643711,2676,11674,355948,425352
3995884,2288,10107,304354,374716
2857462,1632,7257,217096,266226
4406893,2529,11245,336673,413033
3038622,1736,7654,230564,279500
5013518,2882,12562,383110,462017
2169467,1232,5569,163906,206277
4833048,2777,11971,369238,437231
5609255,3227,13927,429211,512176
1349377,742,3544,98919,127888
5304894,3062,13332,407113,489256
4056276,2341,10267,311403,358650
2575726,1469,6767,195600,229828
4239585,2437,11529,323629,375583
5177630,2982,13778,396779,471353
3763556,2160,9524,287104,335408
4057640,2326,10526,309433,371440
3313211,1896,8508,251848,299507
4556197,2623,11522,348782,409847
3649368,2107,9248,280128,326830
5252172,3031,13189,402882,474914
2344592,1332,6020,177369,215178
4154031,2401,10475,319353,365328
5403763,3115,13555,414197,488149
2121613,1197,5545,158927,191833
4785673,2767,12060,367893,427212
4062749,2345,10320,312078,356068
2466721,1410,6335,187457,220639
4267096,2471,10792,328407,374515
3703151,2131,9356,283498,331645
3888950,2233,9948,297019,354726
5087059,2947,12721,392084,456428
1681875,939,4449,124736,153571
5640547,3260,14059,433472,510819
3443098,1977,8708,263011,312219
3339584,1907,8526,253701,305645
4043081,2327,10147,309792,368319
4853397,2783,12273,369657,453568
3684667,2108,9365,280469,341254
4022855,2313,10321,307782,369611
3743976,2146,9475,285099,341794
5379953,3112,13554,413783,486251
1895262,1067,5068,142021,173207
5213638,3011,13259,400365,466695
4638954,2680,11756,356470,412316
2474080,1411,6347,187703,224130
5148260,2973,13078,395454,462177
3655811,2098,9275,278828,333097
4059212,2336,10252,310723,358887
3901266,2247,9901,298891,345598
3830514,2213,9934,294231,338793
5383499,3097,14076,411783,478353
2250758,1272,5769,169251,209058
4581699,2640,11681,351160,418753
5903725,3413,14888,453959,535964
1516535,842,4001,111865,138831
5649143,3264,14099,433979,509466
4594703,2650,11485,352613,414999
2079675,1169,5467,155336,185793
3323003,1915,8341,254710,299621
5063171,2922,12740,388907,456171
3280041,1867,8520,247982,303117
