cycles,instructions,load_misses,store_misses,ept_walk_cycles
4505773,2585,11325,343850,421635
2859444,1622,7224,215801,263208
4927610,2833,12363,376799,449659
3514464,2002,8991,266243,323867
4733896,2712,11970,360746,449575
3097950,1755,7925,233322,313839
4006338,2273,9988,302236,406446
5596991,3196,13928,425211,565859
1566620,861,4146,114337,158220
5597967,3207,13871,426403,558328
3372912,1915,8658,254617,330838
3790559,2162,9657,287310,371912
5241706,3001,13142,399020,514439
1742312,980,4464,130267,171434
5165296,2958,12940,393301,505847
4636816,2657,11638,353672,451583
2429650,1371,6175,182142,239310
4816627,2766,12090,367908,462965
3795730,2163,9484,287601,366275
4470654,2557,11077,339968,439769
3045814,1731,7584,230248,297718
3776918,2151,9534,286434,368327
5536435,3182,13718,423073,536709
3599721,2049,9193,272439,348108
3417366,1954,8801,259518,326474
3549921,2020,8811,268557,349365
3729647,2106,9164,280281,401646
5983087,3413,14652,453540,613559
1450887,804,3722,107115,150099
4974205,2824,12406,375489,493153
4223035,2393,10442,318319,415333
2506422,1416,6350,188388,247908
4753096,2717,11988,361253,468916
3467777,1968,8854,261661,346390
4783115,2727,11944,362598,480116
4339326,2475,10771,329062,441040
2305944,1297,5882,172438,232446
4539155,2600,11235,345820,449992
3543626,2012,8843,267631,354733
4455992,2540,11121,337840,445348
2513092,1415,6301,188270,252288
4580419,2616,11417,347938,456705
5728553,3274,14123,435324,577791
2032735,1139,5152,151537,205490
5234699,2994,13074,398468,525689
4598347,2622,11595,348111,455585
2577810,1456,6549,193698,256568
4741162,2718,11842,361509,462941
3685708,2097,9228,279084,364357
4469629,2553,11189,339451,435758
2994064,1700,7605,226180,294107
3841463,2187,9728,291571,382698
5854116,3362,14511,446358,574241
1644705,904,4373,120327,165479
5224540,3001,13067,399010,511244
4252852,2425,10626,322555,428335
2795642,1575,7098,209520,281726
4157921,2370,10381,315107,414865
3468705,1977,8709,262715,340703
4688011,2680,11695,356450,467428
4170882,2362,10378,313930,431622
2207531,1256,5757,167093,196819
4598581,2658,11336,353529,403494
3381922,1943,8431,258306,297239
3996702,2306,10192,306492,353253
4979993,2874,12585,382001,427898
1482837,833,3900,110746,131380
5552566,3220,15052,428265,484165
3223753,1850,8759,246110,281920
3018365,1741,7762,231322,256398
4977448,2896,12793,384907,418955
1389892,771,3734,102638,125396
5131746,2976,13047,396074,438787
5078011,2953,13000,392094,428915
1375114,761,3660,101145,123752
5233774,3040,13236,404187,456655
2597394,1479,6780,196837,229907
3065044,1767,7981,234790,259333
5759244,3349,14667,445417,492082
1903958,1073,5023,142937,165413
4840037,2808,12314,373110,409027
4825302,2802,12227,372573,407094
2055568,1161,5390,154365,179087
5294484,3076,13279,409118,454144
3389792,1946,8719,258700,298795
4149291,2381,10778,316437,387243
5739818,3341,14543,444496,487681
1370177,750,3684,99328,121626
5599473,3234,14387,429861,490143
3549728,2045,9145,271882,307474
2910846,1662,7864,220825,254072
3612087,2086,9358,277335,314426
4237049,2444,10862,324821,371716
3467822,1992,8893,264740,300445
3124439,1801,7979,239568,271359
3416558,1969,8624,261498,311287
5365248,3117,13469,414719,455419
3286003,1887,8557,250760,285669
3217175,1850,8179,245967,282172
3824816,2217,9660,294733,326795
4493093,2617,11316,347938,378500
3070605,1770,7794,235189,266787
3695060,2135,9384,283990,318208
4339953,2524,10963,335717,362808
3931524,2271,9985,302866,341548
4033750,2328,10207,308379,341654
4213066,2417,10710,321408,382326
6083793,3513,15843,467234,550997
1686075,940,4324,125110,156788
5640946,3264,14351,434127,499001
4040489,2324,10268,309285,363844
2737598,1539,6991,204729,254526
4404758,2541,11014,337850,395393
3620069,2072,9045,275646,335414
3662113,2099,9163,279204,338511
1620911,912,4119,121128,142842
5187835,2994,13088,397996,457118
5810145,3346,14470,445028,529843
1894652,1054,4899,140390,181619
4898864,2816,12081,374410,448767
4290535,2450,10617,325875,395918
2240643,1263,5697,167906,212871
4917333,2835,12243,376922,452141
5101773,2936,12722,390513,469661
2016404,1130,5131,150360,193609
5048764,2893,12590,384681,484511
3320109,1893,8327,251834,314842
3908164,2228,9666,296349,377175
3127744,1792,7934,238150,272689
4123819,2386,10508,317245,351795
5590412,3248,14364,431718,475552
1348387,745,3638,99057,120369
5142888,2991,13024,397414,439546
5173163,3009,12981,400084,440858
1630218,916,4255,122174,145423
5609913,3260,14096,433447,486254
3562373,2054,9019,272946,311522
3773041,2175,9590,289222,320106
4700190,2723,11755,362036,404393
1994277,1129,5161,150104,174267
4500508,2600,11315,345810,393317
4323108,2502,11003,332781,384646
3782785,2175,9700,288946,329547
3528904,2039,8955,271079,300941
3397543,1948,8665,259252,305735
4096017,2358,10266,313501,378424
4018326,2304,10177,306216,372010
3348975,1912,8533,254411,307482
3547352,2032,8948,270286,323474
5557850,3208,14136,426669,513224
3151317,1804,8047,239987,290969
2715765,1541,7054,204890,251605
4119011,2380,10641,316575,363702
3618759,2078,9421,276399,327416
4505517,2591,11480,344387,401548
4724656,2717,12575,361416,420914
2090713,1183,5496,157424,187331
5055724,2927,13211,389163,448522
3900657,2244,10382,298615,350637
3675010,2115,9543,281197,325720
5111741,2954,12761,392882,457313
1712690,965,4626,128445,153527
4810704,2770,12149,368046,432966
4717227,2724,11944,362317,424361
2339999,1327,6045,176483,213003
5202125,3010,13043,400212,463773
3257074,1865,8305,247874,294743
4367245,2504,11016,333097,399984
5399769,3128,13653,416039,478418
1582196,880,4244,117145,144087
5629709,3265,14535,434117,494235
3835361,2214,9822,294359,336954
3259216,1866,8333,248130,287140
3954492,2281,10100,303310,346151
3416822,1954,8880,259927,313403
5033405,2890,13275,384390,488103
1843666,1031,4845,137100,169298
4887202,2825,12324,375607,438157
4762376,2761,11943,367095,418525
1819006,1030,4778,136947,157238
4396142,2556,11063,339835,354228
5467096,3195,13791,424541,445584
1430566,803,3809,107022,120181
4950045,2886,12651,383602,406578
3818191,2212,9840,294251,316047
3341494,1940,9113,258045,274708
4492099,2609,12540,346879,369436
2507391,1432,6737,190531,212405
3970557,2304,10375,306472,328002
4887151,2849,12375,378809,403944
3422570,1985,8680,263774,287378
2877710,1658,7365,220456,244809
3950065,2285,10252,303822,337922
4818704,2796,12305,371908,408769
3229346,1876,8261,249543,269070
3524233,2041,9293,271503,292422
3486039,2018,8918,268454,295999
5433525,3159,13763,419901,447034
1976737,1134,5115,150601,166109
4927567,2869,12481,381454,403827
5375269,3140,13744,417625,442142
1703243,955,4489,127110,147748
5034859,2925,12777,389173,424722
3882150,2242,9985,298221,329724
3612521,2089,9189,277360,307658
4534142,2633,11553,350111,380484
2729129,1557,6905,207131,231820
3814683,2206,9717,293586,322400
5379344,3133,13791,416561,447920
1250511,696,3319,92608,112038
3774171,2206,9556,293275,311820
4152912,2417,10621,321092,342212
3252537,1881,8289,250203,275465
3885010,2250,9815,299398,340764
3672818,2113,9324,280906,347520
5062305,2943,12831,391203,419451
2663824,1526,6845,202742,229095
5067045,2947,12798,391715,430603
5542944,3226,14090,428531,469582
2013320,1146,5223,152503,175997
4891895,2837,12495,377228,415995
4504239,2613,11405,347584,384378
2180394,1240,5707,164724,188381
4761493,2768,12034,368154,399204
4061530,2360,10538,313895,336996
4295698,2481,11361,329900,360780
3521590,2031,8999,269937,294693
3413732,1973,9027,262331,282765
5289275,3081,13436,409512,439060
1774265,997,4655,132721,152082
5245473,3059,13386,406852,436321
4954608,2893,12559,384779,406509
1615570,916,4254,121740,134287
4759071,2773,12061,368819,390819
2316556,1335,6152,177063,192826
4918640,2850,12572,378829,408665
2911502,1650,7553,219871,249589
4512966,2606,11337,346352,381886
4731939,2745,11974,364957,398475
2311286,1321,6002,175748,195490
4038791,2344,10349,311664,334880
4585592,2672,11591,355391,377722
3942434,2273,10134,302256,325052
3933893,2271,10004,301975,327483
3295928,1906,8407,253558,274035
3592070,2070,9085,275094,308089
5315270,3082,13773,409920,466485
1672605,929,4461,123372,145024
5194803,3025,13173,402478,434368
5344255,3098,13407,411901,465094
1293427,712,3462,94678,113516
5339489,3073,13532,408473,496218
4093935,2348,10343,312595,376145
3498591,2007,8935,266592,316321
4873792,2808,12227,373469,453021
2679573,1508,6802,200689,254868
4155755,2381,10555,316565,391566
4778037,2744,12155,364977,451329
1780076,996,4644,132696,167939
4998620,2892,12740,384503,446093
4299718,2482,10894,329850,387516
2512006,1416,6439,188443,231998
5030106,2874,12374,382390,498101
3261666,1853,8138,246371,317227
3881368,2222,9764,295556,360293
5170782,2977,13032,395838,480089
1199372,661,3197,87747,115812
5411030,3120,13585,414827,505352
3528468,2018,9026,268311,335263
3763424,2154,9485,286404,354819
5009014,2885,12569,383444,462592
2312027,1293,5950,172011,224378
4421869,2536,11231,337308,418796
5221182,3008,12972,400064,486623
3665177,2105,9212,279995,340980
3948232,2263,9944,301039,364339
3267083,1873,8189,249144,304949
3134946,1797,7940,238893,290737
5626162,3245,14173,431472,523113
1636841,910,4227,120972,154012
4963361,2849,12328,378558,470815
5462805,3140,13647,417768,521260
1564445,861,4177,114545,148627
5189011,2997,12991,398350,477896
3825429,2193,9663,291616,354224
3478197,1992,8760,264986,324274
4556149,2633,11422,350066,419010
2430052,1360,6338,181020,229269
4017963,2312,10189,307654,368814
4824834,2789,12187,370681,438098
4002224,2303,10082,306319,364550
3286380,1885,8294,250494,301353
4172501,2400,10449,319235,387060
3500815,2009,8815,267104,323831
4930062,2836,12308,377223,476933
4224594,2428,10809,322964,389767
2463886,1392,6312,184950,230185
5489314,3179,13649,422694,474630
3529050,2036,8890,270577,296342
3777170,2183,9559,290384,315865
4470238,2600,11285,345820,372114
3201695,1841,8171,244760,271126
4874032,2833,12715,376932,412497
4142884,2409,11387,320171,343075
2147944,1228,5805,163138,180664
4956064,2884,12557,383735,417962
3602460,2080,9268,276562,305549
3405480,1973,8667,262030,294153
5222785,3017,13057,401143,464338
1579055,883,4214,117391,140902
5355350,3113,13658,413896,464184
3811695,2202,10001,292773,317448
3422277,1973,8706,262173,291979
4904917,2839,12431,377725,430434
2213616,1265,5704,167911,192114
4789388,2773,12113,368716,405219
4965653,2881,12574,383085,425741
1696291,953,4399,126696,150594
5499073,3186,13838,423497,473070
3657490,2113,9290,281059,314953
3163623,1820,8159,241706,275122
4928622,2855,12457,379602,427779
1690024,945,4506,125647,146639
4721219,2738,11928,363913,406617
3999042,2309,10207,307265,349547
2843474,1632,7304,216968,244796
4951584,2882,12546,382932,414612
3911110,2261,10063,300876,332908
4043188,2328,10338,309438,337432
5598899,3246,14176,431728,493513
1648878,916,4295,121775,147881
5429168,3154,13805,419088,469910
3589757,2076,9153,276143,305590
3323522,1904,8463,253272,293300
4045942,2337,10254,310758,352461
3480918,2000,8824,266040,304456
4313065,2497,10872,331983,377860
2459880,1396,6343,185753,216529
4716302,2724,11805,362307,415172
5575015,3217,14079,427748,488199
2171202,1240,5602,164985,186718
4697184,2723,12570,361815,394434
5035218,2931,12807,389833,426856
1894622,1064,4883,141183,164803
5750350,3336,14412,443708,490653
1620533,904,4283,120332,141198
6073153,3529,15493,469234,519690
4394064,2547,11104,338648,371042
1828050,1031,4765,137745,155903
5201815,3024,13062,401670,440348
2965514,1710,7544,227480,251727
3939497,2281,10010,302881,338443
1349347,756,3480,100598,118499
4817188,2793,12340,371632,410234
4402951,2541,11198,337860,381675
3454971,1978,8880,262878,304620
4802400,2764,12114,367647,425871
2524359,1442,6506,191492,215166
3826894,2216,9743,294620,322146
5385316,3136,13581,417088,455056
1563822,873,4184,116638,139325
5376522,3131,13504,416029,449235
3638221,2106,9220,280153,312921
3700592,2123,9322,282384,334248
5355055,3094,13601,411374,466283
2415308,1368,6223,182034,215628
4301262,2486,10879,330658,374458
5022450,2900,12700,385858,448023
1676223,937,4396,124445,157758
5329039,3074,13430,409118,491538
3636630,2086,9116,277084,328272
3366055,1930,8545,256755,302287
5162092,2978,12976,395720,467280
2391770,1364,6171,181452,220036
4116240,2376,10599,315910,361309
5584101,3230,14257,429502,492909
1384016,768,3715,102254,126174
5259518,3050,13496,405389,462397
4739791,2737,12060,364194,415855
2286156,1284,5925,170616,211088
5104239,2947,12658,392089,470772
3516651,2022,8948,268833,314253
3302915,1900,8355,252597,300048
3339457,1920,8524,255430,297087
3326045,1918,8561,255262,293199
