cycles,instructions,load_misses,store_misses,ept_walk_cycles
123743524,154651089,108410454,1068046,3430393
238706306,310048283,225449990,11132,5505297
238608348,310138563,225514151,11232,5379132
239131650,310976405,226125529,11182,5364261
240738588,312953953,227562863,11284,5399947
239517952,311331409,226382224,11232,5408663
241152303,313642931,228062897,11336,5405622
241214868,313715046,228113704,11284,5396146
238979341,310815203,226009664,11232,5362594
240035141,312129995,226962779,11232,5372186
236586215,307605455,223672932,11076,5284999
238907347,310730804,225946598,11232,5350327
239003467,310921975,226084070,11181,5320418
239129946,310990572,226168285,11232,5338907
241217968,313616676,228010804,11284,5401934
238936324,310686847,225913553,11232,5337793
238806652,310551818,225815110,11180,5333276
238980966,310799976,225996673,11232,5329508
238773989,310547585,225811879,11180,5336885
