cycles,instructions,dtlb_load_misses.walk_completed,dtlb_store_misses.walk_completed,ept_walk_cycles
41487473,8965359,55609,110867,3240615
55910445,34954,69904,176619,4678582
55578903,34500,69001,174741,4784983
56192398,34861,69717,176860,4824687
56513430,35068,70129,177581,4880741
56588035,35115,70228,178161,4844891
56559195,35095,70179,178218,4847879
61972353,3363582,229809,157897,13512403
238330910,79464221,2614297,76,181164983
239206085,79752831,2618918,78,181555526
239536840,79637697,2615141,77,181243615
239223179,79479225,2610179,77,180904436
237572038,79021510,2595563,77,179889751
238908626,79351133,2606654,75,180664864
238902786,79320319,2605103,77,180613105
238792750,79283057,2603830,81,180521963
241314722,80165814,2633103,79,182435278
241098592,79977302,2626440,77,181979872
238821318,79117672,2598529,80,180099005
241198822,79884147,2623407,76,181840734
238796009,79067328,2596888,76,179973602
237795255,78690647,2583962,75,179083534
238782199,79009730,2594847,78,179827922
238760785,79056850,2596517,77,179920518
238731712,78976653,2593772,77,179741060
238879114,78961618,2593405,78,179768497
241089844,79718608,2618193,82,181500734
241230887,79793007,2620177,77,181591386
241210896,79751801,2619033,75,181508133
238715968,78952139,2592837,77,179671550
241084407,79679516,2616984,78,181384405
237932079,78538127,2579703,75,178742584
237589333,78597430,2581229,77,178893581
238725022,79026842,2595569,75,179904396
239252290,79181842,2600900,80,180176958
238900077,78975971,2593982,82,179769822
238827075,78868060,2590311,75,179533069
239055714,78904423,2591186,78,179680394
238929150,78881638,2591053,75,179486862
238969048,78724375,2585652,77,179204300
238876423,78742820,2586651,76,179192002
238139670,78591044,2581350,79,178858949
236401922,78076413,2564297,77,177678562
238815972,78841400,2589356,76,179469774
239014488,78918528,2591545,79,179557562
238930229,78845492,2589859,76,179470687
238869778,78922527,2591894,77,179610122
238817575,78824257,2589109,76,179426220
238923840,78957774,2593181,77,179746114
238832065,79003282,2594283,77,179812644
238893342,79028702,2595935,78,179881249
237947751,78513363,2578823,80,178670259
236451284,78151273,2566666,76,177835341
238968505,78803642,2588213,76,179380489
239132353,78953589,2593497,77,179668525
238940687,78898285,2591081,77,179585139
238822149,79024889,2594959,77,179844001
238878486,79076411,2596972,77,179910090
238740047,79054959,2596508,77,179865225
241254601,79831355,2621822,79,181648926
238764712,78989666,2594518,77,179742201
238293115,78794962,2588351,79,179255336
238664325,78958022,2593175,77,179673261
241109013,79720498,2618277,78,181409789
238748562,78982915,2593743,76,179671604
241231205,79835353,2621976,77,181566507
238784600,78871129,2590157,75,179467421
241064449,79538311,2612624,79,181057306
241080867,79578984,2613676,82,181151110
241010537,79579975,2613231,80,181163202
241201443,79600342,2614209,80,181167879
237775149,78459170,2577278,78,178695706
239046664,78826935,2589832,77,179630262
239099993,78908596,2592420,75,179763665
239452062,79130537,2599843,79,180209218
239161626,79023711,2595992,76,180042866
239361181,79180231,2601641,79,180251698
238768269,78928294,2593474,76,179748923
238784838,78974917,2594878,75,179844208
239197624,79063546,2598139,79,179992563
238791988,78854978,2589922,78,179646911
237930175,78615596,2581968,78,179077114
239191284,79107163,2598731,78,180022283
238994402,79119656,2598459,78,180061970
239086321,79121144,2598742,76,180035918
238859961,79045969,2596115,77,179830699
238787463,79014721,2595161,79,179817082
238861534,79063298,2596356,77,179876998
238760700,78923209,2592089,76,179615378
238957471,78935826,2592630,77,179670314
238835789,78959262,2593304,79,179720159
235655807,78025356,2562484,80,177444677
239134797,79124151,2598366,78,179966071
239187476,79195358,2600738,77,180172693
239029192,77950460,2560614,79,177480570
238888556,78855195,2589855,78,179549926
238739735,78743223,2586840,78,179393842
238937876,78906965,2591985,77,179583079
241185186,79652112,2616123,76,181237008
238963659,79087416,2597701,80,179918306
