cycles,instructions,dtlb_load_misses.walk_completed,dtlb_store_misses.walk_completed,ept_walk_cycles
43876922,8965883,56536,135453,2494253
156624965,69883420,2193679,64051,102697278
239179920,118925361,3685225,80,175321079
238935267,120711519,3740016,79,177930892
238653479,121495757,3764397,77,178916671
236495466,120588566,3737226,78,177627577
238809613,121648189,3769041,76,179286165
238964753,121778999,3774689,80,179663837
238838499,121744439,3772039,79,179242776
238822739,121721406,3771766,80,179401467
238967061,121693156,3770571,84,179561656
238924632,121810717,3774302,79,179595038
238263163,121404741,3761552,81,178971327
238761175,121607388,3767345,80,179304699
238891694,121678863,3770483,78,179475617
236155529,120364440,3729806,77,177296363
238832033,121695653,3770846,80,179288399
238991595,121809348,3774102,78,179413041
238533192,121405537,3761733,80,179047110
238982426,121714462,3771985,78,179331215
238669893,121520867,3765324,80,179025324
238860463,121712571,3771092,76,179239906
238171993,121244367,3757243,78,178780774
239020253,121749864,3772705,81,179522573
238935789,121698311,3770685,79,179264223
235965106,120119884,3721693,78,177100104
239618226,122003351,3780797,80,179833887
240686948,122501293,3795730,78,180580101
240441213,122438467,3794432,77,180415839
239936359,122198186,3786556,76,180238069
239689245,121988255,3779262,78,180044210
239517444,122033503,3781640,81,179836770
239612761,122167372,3785646,80,180054248
238854634,121633397,3768612,80,179370182
239553411,121990796,3780771,80,179811821
236799921,120635992,3738385,78,177708410
239649504,122046875,3782054,78,179975380
239809176,122055648,3781774,95,180115600
239375479,121879693,3776701,78,179689226
239683037,122053156,3782545,77,179880152
239855267,122157979,3785500,78,180339203
239447874,122061477,3782909,80,179865647
239469234,122114672,3784029,78,179890261
238971051,121683989,3770603,77,179410674
239203740,121902434,3777710,79,179597742
237026976,120635476,3738395,79,177865584
239660558,122062499,3782325,82,179996228
239814321,122073597,3782740,78,179994548
239674320,121956747,3779283,81,180099008
239532351,122065599,3782850,81,179820130
239531676,122052796,3782788,79,179976606
239603109,122142851,3785315,81,179954693
239798360,122231128,3787436,78,180228998
239140145,121788259,3774003,81,179451646
239540886,122014991,3780689,77,179809980
237077711,120840200,3744974,76,177962616
239732535,122169624,3785684,81,180133801
239535533,122058562,3781879,80,179888845
240138833,122318653,3790649,76,180190844
240585165,122551555,3797162,79,180808622
239664530,122052858,3781811,82,180043709
239517234,122000643,3780152,78,179959861
239151133,121777052,3773147,79,179698783
238760960,121557106,3766550,79,179208619
239150642,121892991,3776912,78,179600986
236587824,120508705,3734425,78,177716672
239479589,122132498,3784533,80,179834603
239516109,122043465,3782564,77,179750939
239278202,121857589,3775942,78,179617726
239412006,121845022,3775599,76,179938397
239754222,122187584,3786047,77,180006934
240535166,122592453,3799029,84,180771736
239473492,122057995,3782100,79,179891318
238890310,121637582,3769190,83,179474329
239016908,121713676,3771999,77,179561080
237007631,120654913,3738193,82,178129585
239867721,122208013,3786173,81,180261838
240220368,122345127,3790964,82,180449448
240230093,122325059,3790274,79,180424806
239444633,121920860,3777710,84,179752736
239255070,121897455,3776768,78,179727633
239391341,121993276,3780103,78,179800374
239399914,121905472,3776945,79,179596667
238926846,121629139,3769280,78,179496566
239451399,122006555,3780626,77,179871586
237006072,120762514,3742586,79,177936171
239441136,121907456,3778193,82,179995440
239522294,122007381,3780735,80,180126457
238590614,121540149,3766285,77,179423218
239626084,122147006,3784858,80,180023281
239303578,121915807,3777610,79,179792941
239292590,121861639,3775415,79,179856174
239290296,121944203,3778038,80,179743103
238928403,121701566,3771942,78,179282606
239524234,121953565,3778886,77,179751332
236933819,120567916,3736155,79,177799768
239370879,121855605,3776127,77,179770000
238870742,121596569,3767936,79,179499855
239374997,121908926,3778053,77,179770475
239606912,121998256,3780133,81,179912833
239163441,121818622,3774957,78,179698096
239424547,121977900,3779508,78,179874880
239476721,121957720,3778500,83,179831073
239211145,121697184,3771856,77,179778647
239192375,121716927,3771407,79,179647312
237101405,120725830,3740707,81,177917941
239141150,121787958,3773733,78,179542858
239619741,122077069,3783129,76,180099246
240098346,122276372,3789218,78,180345176
239452802,121886837,3777326,77,179861484
240077490,122321008,3789866,81,180337388
239667491,122009396,3781199,80,180032587
239678026,122111591,3783956,79,180249750
238362277,121383755,3760941,80,179022746
239546558,122041109,3781403,78,179893343
237043559,120727824,3740372,74,177968910
239451866,122076920,3782452,79,179869185
239885022,122249630,3788977,79,180330937
238720030,121600383,3767560,76,179187998
239177097,121765144,3773282,78,179695625
239558147,122067059,3782198,76,179899332
239667426,122118226,3783867,81,179922573
239430407,121863355,3775992,78,179868665
239341782,121863933,3776529,76,179762674
239542521,121991768,3780153,79,179937848
236733803,120637045,3738705,78,177715439
239560787,122022509,3781120,80,180030197
239395975,121926960,3777959,79,179961964
239106511,121806199,3774347,81,179729315
239327382,121884517,3777481,77,180032487
239116147,121809198,3775380,81,179574816
239096591,121821567,3774817,85,179565224
