cycles,instructions,dtlb_load_misses.walk_completed,dtlb_store_misses.walk_completed,ept_walk_cycles
38338139,8962667,49789,115535,2046634
53450737,32884,65801,197905,2804859
53356887,32828,65689,197579,2801859
53340157,32816,65663,197532,2815579
53282596,32784,65603,197307,2799018
53115008,32683,65402,196695,2798763
53186922,32723,65478,196476,2804391
53238876,32738,65512,196043,2828285
52990410,32603,65235,196210,2787239
52572071,32332,64693,194612,2759399
52629987,32383,64800,194900,2761392
52508001,32310,64655,194432,2766301
52702211,32422,64875,195322,2765645
53344282,32823,65674,197700,2797476
52718714,32420,64867,195014,2786497
52376338,32229,64500,193963,2751029
126213914,34914317,1316464,98830,92467123
239086710,87646516,2877218,76,223160993
239286884,87796060,2881749,76,223538294
240463314,88242957,2896765,78,224691831
238855170,87718405,2879273,77,223310106
238763659,87705416,2878795,77,223221226
237858997,87417612,2869493,78,222536359
238816303,87810971,2882137,77,223479083
238830227,87800896,2882513,79,223442559
238664317,87792867,2881977,78,223402270
238719232,87816241,2883183,81,223533381
238980081,87958593,2886876,78,223887815
238757755,87901367,2885185,78,223727067
238791217,87903258,2885663,81,223711558
238704262,87917301,2885644,78,223676678
238733687,87914387,2886004,78,223781153
235839696,86871020,2851315,84,221111644
238928387,88041146,2889712,79,224009217
238631287,87956454,2886512,76,223885299
238812533,88010487,2888638,80,223989611
238703270,88016346,2888467,78,224022225
239039662,88145802,2892595,80,224314526
240767645,88764438,2913619,79,225987177
238976368,88133309,2892311,78,224252708
238665090,88026390,2889129,77,223987613
238726683,88047222,2889922,78,224092268
235754060,86949140,2853911,77,221234804
238668785,88016811,2888973,81,224002270
238853259,88107114,2892619,78,224272651
239014076,88167719,2893218,77,224357394
238850645,88108323,2891922,77,224180684
238833650,88100046,2891308,76,224303010
238816925,88082717,2891036,82,224287750
239073096,88167278,2893932,78,224480440
238697191,88063380,2890048,76,224181198
238761620,88111237,2891643,79,224215517
236362285,87204363,2862011,77,221892546
238344338,87943000,2886712,78,223846231
238668734,88090498,2890770,76,224151179
238730215,88081601,2890939,76,224112585
238863382,88185916,2894531,76,224404333
238906426,88176771,2894053,78,224416974
239264934,88293424,2898012,79,224699197
241030739,88959521,2919795,81,226417123
241133246,88993249,2920727,77,226471025
240897947,88905923,2918118,78,226258691
238293607,87947588,2886455,79,223847999
238101338,87847117,2883589,77,223570936
241211921,89061170,2922630,78,226620345
238617814,88108447,2891825,77,224168128
238661472,88080485,2890592,80,224156719
238782101,88127140,2892393,77,224275202
238689465,88130395,2891997,77,224283085
241016713,88986088,2920206,79,226453450
238742374,88082004,2891137,76,224159830
238665890,88083392,2890722,79,224134983
236324589,87223435,2862832,78,221973602
238272766,87916371,2885582,76,223789046
238569369,88047284,2890140,76,224110265
239019081,88236415,2895540,77,224491733
239049187,88232199,2896022,78,224556345
239332718,88309172,2898425,76,224764842
238884605,88176461,2894033,80,224329349
241062232,88976448,2920376,82,226477463
238732165,88145616,2892272,76,224256344
241156362,89035998,2921935,76,226562049
238614557,88048741,2889962,77,224081437
238150863,87940055,2885633,77,223792376
238801085,88127450,2892717,76,224286301
238829517,88164309,2893401,77,224371236
238642693,88066597,2890526,78,224146173
238886958,88151599,2893038,78,224421915
238618134,87995948,2888307,77,224163722
241155561,88998550,2920709,79,226568036
241074747,88943866,2919099,79,226486939
238638611,88090033,2891253,77,224195123
238694022,88104076,2891550,78,224193261
238396223,87980200,2887398,76,223889750
238926518,88184893,2894322,76,224407200
238833948,88174322,2893810,78,224332915
238697852,88086276,2890846,82,224189245
238638750,88100704,2891349,80,224164679
239187213,88280683,2897470,76,224685080
238569857,88058351,2889896,80,224130182
241228823,89093999,2923873,79,226705208
238628306,88078966,2890821,79,224183065
236244434,87207153,2861800,77,221863318
240617312,88769863,2913400,77,226067632
238793425,88112477,2891697,79,224357363
238638411,88052213,2890114,80,224213418
241121039,88986708,2920604,79,226542071
238638858,88083012,2890968,79,224186452
238705249,88119932,2891990,80,224240232
238672940,88063993,2890488,80,224188459
241036672,88973378,2920332,78,226441047
238808002,88172455,2893529,76,224407530
238608487,88088390,2890644,79,224176019
238006582,87819745,2881929,81,223540525
