cycles,instructions,dtlb_load_misses.walk_completed,dtlb_store_misses.walk_completed,ept_walk_cycles
240272631,9088769,304066,737348,17995313
248830599,155815,311610,788806,18676277
248056571,155475,310943,785975,18480414
248546184,155698,311363,787240,18592405
248505377,155728,311403,787165,18583305
249028671,155960,311928,788232,18571411
248579035,155666,311321,788060,18513660
248905216,155994,311961,788489,18567503
248510023,155668,311302,786250,18628089
249300560,155910,311717,788167,18594319
250626772,155270,310542,867092,15780802
252336670,155093,310331,935260,13357151
252886014,155385,310875,936962,13411003
657123341,101090774,6723447,514910,476406070
1195280607,238897414,15016938,383,1076582906
1193946924,238474543,14988720,380,1075280341
1196081375,238984617,15022190,383,1077212939
1193605329,238408296,14989297,382,1075346437
1195983162,238935816,15023940,382,1077275106
1193164808,238364655,14989072,383,1074759119
1195827850,238921067,15023048,389,1076863083
1192812388,238170712,14980947,379,1074711069
1195275553,238895586,15017635,383,1077050912
1192822416,238275833,14983078,381,1074398122
1195483665,239023119,15023809,388,1077374323
1193381074,238419890,14993416,385,1074962334
1195769620,238797222,15025025,392,1077450234
1192731926,238192753,14976393,388,1074441663
1195865067,238835686,15022053,391,1077322913
1192939075,238427244,14993339,386,1075037859
1194939440,238977208,15019981,389,1076917904
1192109401,238334857,14979292,387,1074606575
1194975867,239121265,15028534,381,1076637628
1191596982,238148981,14970172,385,1074000048
1195212454,239067697,15026459,381,1076984674
1191061917,237833153,14950670,388,1072982872
1195482866,239116460,15023292,386,1077302709
1191781077,238186522,14974517,386,1073970816
1195173127,239084189,15028432,388,1077036754
1191980108,238307422,14976417,381,1073975980
1195502441,238962650,15028965,386,1077333012
1191609142,238225017,14974703,386,1073912929
1195547504,238996206,15032997,388,1077378228
1191568581,238326890,14979692,379,1074003190
1195192904,239109361,15022786,387,1077047494
1192208983,238336314,14985998,381,1074548123
1196007378,239177624,15042078,382,1077841107
1191579824,238299113,14972521,379,1073701972
1195547428,239062397,15020350,386,1077319658
1191983744,238328594,14981822,382,1074049127
1195544019,239028266,15025948,387,1077408684
1192414696,238326425,14981070,388,1074841806
1195703024,239092466,15027787,382,1077590884
1192447347,238301005,14983258,380,1074945951
1194843892,238859749,15014054,386,1077082340
1192193815,238355732,14977061,383,1074515575
1195614302,238777990,15024286,386,1077285198
1192267255,238264084,14984474,382,1074614563
1196031710,239262098,15043402,387,1077597923
1191593685,238148950,14967633,385,1074384403
1195045639,238983191,15023348,387,1077007744
1192276249,238237176,14990686,385,1074480368
1195213611,238950855,15020400,389,1077320055
1191941120,238203518,14979298,387,1074074368
1195351219,239309492,15034896,387,1077252128
1192084440,238273880,14978717,383,1074347071
1195138190,238992429,15033662,386,1076845897
1192052530,238176785,14983109,383,1074045027
1195297974,239119254,15032366,385,1077430843
1192249453,238279460,14981945,380,1074518588
1195070273,238908311,15035632,387,1076961866
1192472919,238527816,14989933,386,1074747116
1195280585,239130813,15021448,380,1077256672
1192361405,238218235,14988126,383,1074854389
1195403259,238955849,15024693,384,1077221031
1192260433,238413938,14983666,386,1074320204
1195044721,239038743,15018792,388,1077265707
1192279118,238264952,14983359,381,1074639826
1194560210,238819845,15015987,386,1076698474
1191802660,238011999,14962615,385,1074396838
1195398567,239144639,15034701,385,1077351501
1192204131,238386193,14983517,390,1074703264
1195094547,238905133,15017351,379,1076909922
1191927316,238279212,14975969,386,1074573247
1195125393,239227502,15029721,382,1077007696
1192263523,238316939,14987108,388,1074777056
1194891099,238785070,15025169,381,1076804434
1192335045,238411188,14985744,387,1074523878
1194692302,238882866,15011899,382,1076555764
1192091070,238271183,14982474,384,1074376861
1194771141,238896267,15015476,386,1076511664
1192285632,237502693,14998274,383,1074003953
1194659589,238945619,15023040,380,1076540696
1192415612,238067792,14987505,387,1074395051
1193510380,238034467,15004645,384,1075183442
1191320639,238123189,14967300,390,1073838826
1193908423,238823107,15006148,383,1076292132
1191449322,238325960,14981548,378,1073944963
1193906098,238725271,15007942,394,1075652987
1191345620,238121245,14965864,387,1073698128
1194449581,238928498,15012207,382,1076464966
1191454898,237533104,14985979,391,1073424113
1193783983,237848777,15008770,383,1075752989
1192665983,238395958,14994618,385,1074762928
1195356820,239254379,15026422,381,1077104257
1192057143,238097862,14979124,382,1074382360
1194684265,238790898,15012656,382,1076450169
1192357470,238491748,14988754,382,1074463780
1194244611,238903130,15009227,382,1076304212
1192051342,238274891,14984340,382,1074418224
1193329551,238577091,14996763,378,1075650157
1190952043,238007869,14962431,381,1073648713
1195980125,239362631,15031472,384,1077851919
1192886485,238467661,14989757,385,1075015693
1195186214,238990662,15018968,387,1077247605
1192199512,238418991,14987780,383,1074514760
1194527963,239060815,15011484,381,1076758452
1192474022,238385356,14991077,380,1074649868
1194175035,238847597,15016402,385,1075934317
1191896340,238280472,14978348,386,1074155740
1194893609,239107760,15027398,380,1076804954
1191907138,238191947,14978871,386,1074415314
1193795210,238640858,15004850,385,1076130256
1191974033,238260426,14977250,385,1074258956
1194906588,239042339,15012672,383,1077015670
1192545617,238298999,14988862,388,1074785869
1194890486,238874744,15018003,382,1076982755
1192024509,238357921,14985954,383,1074244978
1195595202,239156389,15027495,383,1077850614
1192448027,238408295,14989172,387,1074483902
1194401167,238819078,15010763,383,1076486525
1192330282,238405227,14986921,382,1074535307
1194847619,239027986,15015074,380,1076843791
1192858741,238409505,14991393,376,1075091962
1194377454,238667921,15006793,387,1076502040
1192412257,238605270,14994973,383,1074861535
1193887590,238730479,15003596,383,1075949417
1193547040,238712809,15006645,378,1075321775
1194585690,238777444,15013279,386,1076561528
1192603747,238653692,14997895,384,1074943442
1194747618,238856153,15015048,385,1076784725
1193062978,238518377,14990961,384,1075398071
1193981058,238628892,15004443,386,1075640116
1192287760,238567946,14990062,385,1074563685
