cycles,instructions,dtlb_load_misses.walk_completed,dtlb_store_misses.walk_completed,ept_walk_cycles
37720654,8962591,50095,96705,2677784
49088091,30780,61550,156000,3637166
49028678,30726,61446,155752,3647103
49031553,30696,61371,155577,3679270
49002358,30738,61465,155167,3648952
48820901,30644,61278,155332,3625161
48905072,30788,61564,156232,3620883
48840988,30699,61388,155849,3688269
48810797,30717,61419,155587,3678198
48318038,30387,60766,153608,3713322
48778007,30707,61411,155253,3642598
48706995,30646,61279,155205,3634368
48780866,30727,61444,154981,3646547
48599072,30586,61166,155259,3606092
48790824,30727,61427,155325,3634726
48836022,30751,61496,155805,3663105
48757246,30707,61400,155525,3622317
48894245,30800,61586,155718,3649387
48837097,30754,61490,155787,3645121
48388918,30422,60840,155172,3640488
53101392,32735,65498,196924,2791104
52965422,32644,65312,196348,2793448
52864290,32575,65181,195989,2810260
52917410,32589,65198,195819,2851347
52704023,32472,64966,194977,2813161
52496908,32324,64670,194368,2809687
52335611,32247,64522,193482,2764333
52736075,32500,65042,195537,2772677
52218429,32194,64406,193607,2745425
53029294,32682,65392,196496,2787007
53068421,32718,65460,196816,2791877
53116106,32720,65465,196805,2814951
53091315,32705,65442,195620,2836758
52966369,32623,65276,196218,2779706
52647508,32367,64761,194485,2777001
51538480,31670,63355,190772,2703571
51751453,31822,63672,191478,2715810
51784693,31834,63694,191732,2716617
52700169,32307,64642,194445,3070711
53160504,32697,65400,196836,2786426
53210487,32732,65492,197073,2791741
53165074,32694,65422,196781,2805491
52597574,32343,64715,194816,2757579
53138219,32684,65399,196736,2788789
53059561,32629,65288,196522,2784737
52997317,32570,65164,196017,2798843
52442783,32259,64534,194122,2755348
52582004,32351,64733,194674,2759278
52714972,32295,64616,194308,3133971
53129906,32680,65391,196891,2790536
52603997,32351,64737,194738,2764649
53158385,32683,65389,196932,2791762
53112600,32669,65374,196587,2787002
53135789,32677,65385,196728,2788876
53158847,32697,65426,196775,2788555
52622505,32373,64769,194870,2762601
52473818,32291,64609,194426,2754402
53250333,32757,65540,197166,2809402
52625160,32382,64793,194930,2763438
52598054,32348,64728,194684,2756983
53167368,32647,65322,196619,2784366
53168751,32690,65408,196793,2799998
52552262,32317,64668,194697,2758240
52673388,32404,64838,195010,2763301
52658329,32331,64690,194623,2757011
37017828,22704,45424,136630,1977265
936681,539,1083,3299,69788
3477001,2040,4089,12238,251470
5824179,3417,6842,20468,422511
5749423,3369,6752,20276,430166
38624106,6011401,488262,16416,30655229
240796829,46533627,2975998,77,218449738
240885077,47245308,2983135,77,217102498
240915192,47287307,2985858,77,217169465
240866009,47224810,2980271,76,217318137
241304730,47320290,2989986,77,217604039
240948017,47232064,2980239,76,217324850
240830210,47254230,2983408,81,217098859
237670515,46472377,2938130,74,214309950
240557721,47100160,2976079,78,216731344
241226482,47246913,2982250,76,217569936
241114686,47282346,2983525,77,217449169
241218511,47250881,2983363,77,217479572
241065497,47188045,2982858,80,217231951
241107200,47179767,2983592,76,217340113
241442720,47369828,2990291,76,217619839
241025002,47249734,2982164,76,217217087
240882668,47212938,2978844,79,217273827
238355464,46579638,2947671,78,214781096
241017622,47218114,2980207,76,217290423
241032161,47238481,2980696,75,217401016
